44.456842663,33.555948844
37.301704873,33.732929526
37.712566753,44.384673931
38.396217269,44.638308649
38.563384928,43.464713911
38.53319967,44.307386289
38.789325478,44.326500497
39.331991746,45.052176003
39.667114583,46.217563679
39.809027855,46.116326824
39.913861052,46.834430044
40.010684489,47.066114627
40.021571761,48.576953748
40.509058704,49.207696869
40.571330643,50.184060415
40.807054937,57.61358998
40.878513169,55.810860494
41.342453383,56.768423026
41.821573653,56.811980662
42.314713843,59.20910486
42.263920277,59.586471377
43.01828969,57.760147114
43.532908708,58.233396342
43.696945284,60.2205313
44.330267544,59.891360732
44.874713815,61.517040416
46.013562522,59.842779123
47.335507677,60.730550527
46.867345298,61.504569118
48.222325873,64.260460647
49.546955646,62.651142846
50.578100235,64.896206462
51.464214447,66.05147028
52.547208557,64.390956601
52.978819773,65.430648806
55.329253137,68.073629897
57.381449441,67.621835804
62.446047158,67.278504385
64.316150939,69.954210977
74.724768953,70.144355927
75.744668974,72.436676778
83.314856553,74.045170109
99.164369062,75.262256307
101.203822938,76.83850913
103.245572898,77.917909588
127.829986751,83.222431541
126.751876345,82.717812892
135.912112325,86.471409846
143.064857391,87.010830607
170.820380804,91.254104677
181.941949133,94.607193037
194.576106932,93.845962377
216.78984457,102.567170215
263.131663429,108.926062656
283.765930313,111.701659995
329.986438386,122.921714404
355.033425927,125.643551544
414.711496229,136.083080458
420.512787963,134.727950693
430.515952112,137.478673424
445.601300363,140.453388559
490.723231551,147.208357671
535.276353659,155.761969987
578.914919315,159.475547021
542.580983871,158.844049235
578.699323124,165.48160905
643.71411073,176.822227197
740.275263047,187.909111918
857.878924918,212.831514543
884.740857007,214.378302451
938.433286781,229.773992299
991.884460297,237.046706505
1006.318556479,245.375325588
1233.02538211,278.551377741
1297.708589572,291.59738715
1339.862049723,301.893932971
1417.892984061,303.228748717
1476.660471349,308.999663409
1490.475908581,312.744411472
1560.22158069,316.870000951
1630.568583804,352.198302447
